Target,MSE,R2,Hit Ratio
R1M,0.0013145206404168316,0.10980674144538327,0.5621970920840065
R3M,0.003017260014254217,0.17378699948613563,0.6316639741518578
R6M,0.0037296140241429338,0.2938681247901722,0.7342487883683361
R12M,0.003600413062565215,0.6385145166661812,0.7932148626817448
