Target,MSE,R2,Hit Ratio
R1M,0.2519593305006696,-167.3074749222752,0.5092113768584356
R3M,0.0040793320793095335,-0.000362501530846826,0.5373303167420814
R6M,0.01803364478405421,-0.001553862308431242,0.5630252100840336
R12M,0.00935017793826512,0.0644035680840015,0.5534906270200388
