Target,MSE,R2,Hit Ratio
R1M,0.0014005248500390402,0.09221449526296788,0.573678792464063
R3M,0.004989770785512158,0.08892505860187161,0.6481327594974389
R6M,0.004736150878501795,0.311135332182102,0.700125268210401
R12M,0.0062414370954998,0.4177955464358488,0.7378297592617857
