Target,MSE,R2,Hit Ratio
R1M,0.0014181835692498937,0.05266101857627037,0.5500969618616678
R3M,0.003854469912092276,0.05477978052018395,0.5521978021978022
R6M,0.017059837394665694,0.05252952259049726,0.6401098901098901
R12M,0.0071912094415051125,0.280434026062911,0.6641887524240465
