Target,MSE,R2,Hit Ratio
R1M,0.001514999714840501,-0.012011644919393216,0.5095345830639948
R3M,0.004101978547959539,-0.005916027840819016,0.5371687136393019
R6M,0.01781141830969956,0.010788167622971523,0.5614091790562379
R12M,0.009336694229731815,0.06575277337999141,0.5602779573367809
